"y","x","date","subcat","cat"
31.255305,29.977581,"2011-07-26 13:11:00",38,32
30.048101,31.258435,"2011-07-26 13:31:00",116,113
29.953604,31.155535,"2011-07-26 13:05:00",116,113
30.002436,31.186136,"2011-07-26 13:27:00",39,32
30.072881,31.347066,"2011-07-26 13:16:00",114,113
30.002627,31.186085,"2011-07-26 13:27:00",39,32
31.28056,32.3075,"2011-07-26 13:40:00",114,113
30.015816,31.225492,"2011-07-27 01:05:00",39,32
31.19806,29.91917,"2011-07-27 01:26:00",43,32
30.066384,31.337198,"2011-07-27 12:23:00",104,101
30.46667,30.93333,"2011-07-27 13:38:00",114,113
30.067997,31.248405,"2011-07-28 01:55:00",109,108
31.208356,29.929027,"2011-07-28 13:48:00",31,118
31.255098,29.977657,"2011-07-28 13:25:00",114,113
31.19806,29.91917,"2011-07-28 23:19:00",117,113
31.19806,29.91917,"2011-07-29 12:00:00",31,118
31.057647,31.37868,"2011-07-30 13:45:00",114,113
30.135568,31.264492,"2011-07-31 13:42:00",110,108
31.242688,29.932903,"2011-08-01 00:54:00",22,101
30.017619,31.231096,"2011-08-01 13:47:00",104,101
30.951618,31.606511,"2011-08-02 23:58:00",38,32
30.467834,30.931094,"2011-08-03 01:44:00",114,113
30.059659,31.248983,"2011-08-05 01:57:00",104,101
31.259956,29.999034,"2011-08-05 01:25:00",43,32
31.19806,29.91917,"2011-08-05 03:51:00",26,111
31.257061,30.004165,"2011-08-05 22:33:00",110,108
30.073514,31.284975,"2011-08-06 13:35:00",31,118
31.19806,29.91917,"2011-08-07 00:04:00",116,113
31.208632,29.926036,"2011-08-07 01:50:00",22,101
31.19806,29.91917,"2011-08-07 13:14:00",22,101
30.090273,31.270054,"2011-08-09 13:39:00",114,113
30.073921,31.24761,"2011-08-10 13:32:00",104,101
31.13972,30.12917,"2011-08-11 01:02:00",114,113
30.063349,31.335066,"2011-08-11 22:20:00",109,108
31.248485,29.979509,"2011-08-13 23:23:00",43,32
30.809071,30.998425,"2011-08-14 15:00:00",104,101
31.220848,29.937173,"2011-08-16 01:25:00",104,101
29.994153,31.171107,"2011-08-17 23:30:00",104,101
30.018811,31.413778,"2011-08-17 12:54:00",22,101
31.04306,31.37667,"2011-08-18 01:45:00",114,113
30.601438,31.507533,"2011-08-19 01:36:00",109,108
31.059268,31.385158,"2011-08-19 10:02:00",114,113
30.117336,31.25306,"2011-08-22 00:32:00",109,108
30.015831,31.21772,"2011-08-19 17:30:00",104,101
30.05525,31.236941,"2011-08-22 13:23:00",104,101
31.273242,30.008516,"2011-08-26 01:13:00",43,32
30.066213,31.173271,"2011-08-28 14:00:00",31,118
30.100888,31.332777,"2011-09-01 13:10:00",22,101
31.141736,29.785398,"2011-09-02 13:17:00",104,101
30.091562,31.223187,"2011-09-04 13:52:00",38,32
30.79111,30.99806,"2011-09-08 01:52:00",26,111
30.42168,31.034267,"2011-09-08 13:11:00",117,113
30.099608,31.333462,"2011-09-08 13:02:00",22,101
30.015076,31.212999,"2011-09-08 13:09:00",104,101
30.55861,31.01,"2011-08-21 03:30:00",22,101
30.08871,31.217226,"2011-09-11 00:09:00",43,32
26.17,32.72722,"2011-09-11 11:11:00",114,113
31.039751,31.378945,"2011-09-12 01:38:00",22,101
29.84286,31.29599,"2011-09-14 13:19:00",109,108
29.84286,31.29599,"2011-09-15 01:01:00",26,111
30.07945,31.224312,"2011-09-16 13:21:00",43,32
31.264131,29.992523,"2011-09-17 01:22:00",38,32
29.981913,31.151759,"2011-08-22 09:26:00",22,101
29.987054,31.13132,"2011-09-07 01:41:00",109,108
30.042428,31.194186,"2011-09-19 13:53:00",43,32
30.03889,31.353688,"2011-09-21 10:03:00",22,101
30.055031,31.258403,"2011-09-21 01:51:00",104,101
30.022994,31.284403,"2011-09-21 13:39:00",22,101
28.42336,30.734995,"2011-09-21 13:14:00",114,113
30.099174,31.278451,"2011-09-21 22:57:00",116,113
30.103182,31.288572,"2011-09-22 00:37:00",109,108
30.07969,31.335527,"2011-09-22 11:16:00",22,101
30.037839,31.29011,"2011-09-22 12:36:00",110,108
29.976281,31.396204,"2011-09-23 13:27:00",104,101
30.067586,31.214597,"2011-09-24 13:23:00",38,32
31.200081,29.90983,"2012-03-01 04:00:00",22,101
30.056327,31.381286,"2011-09-26 00:19:00",43,32
30.8226,30.8184,"2011-09-26 13:53:00",117,113
31.203823,29.905802,"2011-09-26 13:34:00",22,101
29.7727,31.326,"2011-09-26 13:15:00",31,118
26.15919,32.627746,"2011-09-26 13:28:00",114,113
30.049374,31.274628,"2011-09-27 12:24:00",104,101
30.12884,31.374777,"2011-09-29 13:17:00",22,101
30.115859,31.361282,"2011-10-01 13:26:00",22,101
31.167695,31.803486,"2011-10-01 13:17:00",37,32
30.821546,30.946173,"2011-10-01 13:47:00",22,101
31.157013,29.926408,"2011-10-01 23:34:00",22,101
30.071538,31.21062,"2011-10-02 13:15:00",109,108
26.1704,32.7238,"2011-10-02 13:15:00",114,113
30.13393,31.372158,"2011-10-03 01:50:00",43,32
30.041266,31.474042,"2011-10-02 09:00:00",22,101
30.048366,31.252417,"2011-10-04 13:09:00",22,101
30.111961,31.35537,"2011-10-04 22:06:00",22,101
30.070355,31.340994,"2011-10-04 22:11:00",22,101
30.040866,31.35552,"2011-10-05 01:33:00",22,101
30.008895,31.193858,"2011-10-05 13:25:00",110,108
30.10619,31.324027,"2011-10-08 11:44:00",35,34
29.987732,31.166511,"2011-10-08 13:20:00",117,113
30.070984,31.353258,"2011-10-09 01:50:00",22,101
30.79,31.35,"2011-10-09 01:31:00",109,108
30.130789,31.321201,"2011-10-09 01:51:00",39,32
30.576538,31.504066,"2011-10-09 10:22:00",22,101
30.107191,31.334986,"2011-10-09 11:29:00",22,101
30.102763,31.288406,"2011-10-09 12:20:00",110,108
29.995782,31.157743,"2011-10-09 13:32:00",38,32
29.816667,31.05,"2011-10-09 13:31:00",22,101
30.095912,31.321042,"2011-10-09 23:18:00",109,108
30.13032,31.324525,"2011-10-10 12:42:00",22,101
30.085551,31.249469,"2011-10-10 13:35:00",39,32
30.110004,31.345782,"2011-10-11 10:13:00",22,101
30.787095,31.001175,"2011-10-11 13:52:00",102,101
30.008692,31.213797,"2011-08-04 14:30:00",22,101
31.191603,29.911814,"2011-10-13 22:50:00",35,34
30.06502,31.271467,"2011-08-03 12:00:00",22,101
30.020467,31.173385,"2011-10-17 01:52:00",110,108
29.961991,31.302861,"2011-10-18 12:07:00",22,101
30.119055,31.340334,"2011-10-18 23:19:00",104,101
30.047995,31.37936,"2011-10-19 01:43:00",22,101
30.095794,31.328197,"2011-10-17 13:38:00",22,101
30.012054,31.438089,"2011-10-19 13:07:00",22,101
30.956672,31.244693,"2011-10-20 12:22:00",110,108
29.968291,31.262304,"2011-10-21 13:13:00",38,32
30.007291,31.157745,"2011-10-21 13:37:00",109,108
30.001946,31.438775,"2011-10-22 10:03:00",22,101
29.998378,31.427789,"2011-10-22 12:14:00",22,101
31.231271,29.968194,"2011-10-22 13:59:00",39,32
29.309,30.8404,"2011-10-23 12:59:00",26,111
29.98143,31.148283,"2011-10-23 13:19:00",43,32
30.092543,31.27319,"2011-10-24 01:38:00",104,101
30.4594,31.1864,"2011-10-24 01:13:00",22,101
30.129665,31.360046,"2011-10-24 12:05:00",104,101
29.98833,31.165733,"2011-10-24 13:03:00",22,101
30.096994,31.211122,"2011-10-24 13:48:00",22,101
30.01246,31.318912,"2011-10-25 01:41:00",22,101
30.038595,31.208536,"2011-09-18 06:00:00",22,101
30.484699,30.941737,"2011-10-25 13:47:00",104,101
30.102772,31.367349,"2011-10-26 10:41:00",22,101
30.026876,31.231301,"2011-10-27 01:46:00",31,118
30.073533,31.346035,"2011-10-22 12:00:00",22,101
29.989382,31.125909,"2011-10-27 21:44:00",109,108
31.209938,31.365599,"2011-10-31 01:40:00",104,101
30.10766,31.307399,"2011-10-31 13:37:00",22,101
30.105738,31.314988,"2011-11-01 00:40:00",22,101
29.991216,31.128639,"2011-11-01 10:34:00",114,113
31.072757,29.74662,"2011-11-03 22:18:00",117,113
29.066728,31.094664,"2011-11-09 00:54:00",22,101
31.557767,31.084957,"2011-11-09 01:58:00",109,108
31.265289,32.301866,"2011-10-07 19:44:00",22,101
29.983483,30.943171,"2011-10-21 04:19:00",22,101
31.187758,29.915992,"2011-11-15 01:10:00",114,113
29.997928,31.178529,"2011-11-15 13:55:00",22,101
30.18306,31.20528,"2011-11-16 12:00:00",38,32
30.18306,31.20528,"2011-11-16 12:00:00",104,101
30.034381,31.369883,"2011-11-17 01:32:00",22,101
31.2135,29.9443,"2011-11-20 22:20:00",38,32
30.150893,31.396741,"2011-11-21 12:30:00",22,101
30.053877,31.195271,"2011-11-22 13:52:00",110,108
30.187742,31.140252,"2011-12-24 22:22:00",22,101
30.0524,31.259497,"2011-11-24 01:12:00",26,111
30.076212,31.237108,"2011-11-24 10:42:00",109,108
31.41944,31.815,"2011-11-21 17:00:00",114,113
29.977438,31.278884,"2011-11-26 05:00:00",22,101
30.082979,31.338407,"2011-11-28 11:48:00",104,101
30.197439,31.14118,"2011-11-28 12:05:00",43,32
30.03602,31.202757,"2011-11-29 13:23:00",22,101
30.008056,31.343626,"2011-12-03 12:28:00",114,113
29.05369,31.124973,"2011-12-03 13:18:00",37,32
30.041048,31.245593,"2011-11-24 18:08:00",22,101
31.165482,29.877516,"2011-12-02 04:00:00",22,101
29.963192,30.956081,"2011-12-04 13:17:00",22,101
29.342136,31.202593,"2011-12-08 10:10:00",37,32
29.310549,30.850832,"2011-12-08 10:10:00",37,32
29.310427,30.853214,"2011-12-08 10:10:00",37,32
29.295765,30.854975,"2011-12-08 10:10:00",37,32
29.322872,30.832153,"2011-12-08 10:10:00",43,32
29.303427,30.854958,"2011-12-08 10:10:00",37,32
29.325169,30.854374,"2011-12-08 10:10:00",37,32
29.337589,30.801544,"2011-12-08 10:10:00",37,32
29.327667,30.855381,"2011-12-08 10:10:00",37,32
29.303476,30.855051,"2011-12-08 10:10:00",37,32
29.30217,30.852797,"2011-12-04 10:10:00",39,32
29.302364,30.851803,"2011-12-04 10:10:00",37,32
29.243322,30.920485,"2011-12-04 10:10:00",37,32
29.236086,30.93088,"2011-12-04 10:10:00",37,32
29.23008,30.934656,"2011-12-04 10:10:00",37,32
29.328476,30.829895,"2011-12-04 10:10:00",37,32
29.338329,30.725037,"2011-12-04 10:10:00",37,32
29.302267,30.850962,"2011-12-04 10:10:00",37,32
29.321278,30.853729,"2011-12-04 10:10:00",37,32
29.322121,30.852613,"2011-12-04 10:10:00",37,32
29.324228,30.842949,"2011-12-04 10:10:00",37,32
29.309149,30.842903,"2011-12-04 10:10:00",43,32
29.328365,30.830681,"2011-12-04 10:10:00",37,32
29.330927,30.832327,"2011-12-04 10:10:00",39,32
29.080927,31.076717,"2011-12-04 10:10:00",37,32
29.324028,30.829676,"2011-12-04 10:10:00",38,32
29.327555,30.838934,"2011-12-04 10:10:00",38,32
29.081919,31.096006,"2011-12-04 10:10:00",39,32
29.082464,31.085794,"2011-12-04 10:10:00",37,32
29.0847,31.091492,"2011-12-04 10:10:00",39,32
29.319342,30.844116,"2011-12-04 10:10:00",37,32
29.310825,30.844149,"2011-12-04 10:10:00",38,32
29.327208,30.856562,"2011-12-04 10:10:00",37,32
29.311886,30.85095,"2011-12-04 10:10:00",43,32
29.324141,30.829214,"2011-12-04 10:10:00",39,32
29.324602,30.829149,"2011-12-04 10:10:00",38,32
29.329388,30.841112,"2011-12-04 10:10:00",37,32
29.31443,30.826349,"2011-12-04 10:10:00",37,32
29.325983,30.837238,"2011-12-04 10:10:00",37,32
29.326763,30.838253,"2011-12-04 10:10:00",37,32
29.297449,30.833088,"2011-12-04 10:10:00",39,32
29.323771,30.854067,"2011-12-04 10:10:00",37,32
29.305967,30.842499,"2011-12-04 10:10:00",39,32
29.307161,30.846081,"2011-12-04 10:10:00",39,32
29.30975,30.843304,"2011-12-04 10:10:00",38,32
29.144964,31.052856,"2011-12-04 10:10:00",37,32
29.121719,31.045631,"2011-12-04 10:10:00",37,32
29.268005,30.840452,"2011-12-04 10:10:00",37,32
29.15086,31.119192,"2011-12-04 10:10:00",37,32
29.088139,31.073627,"2011-12-04 10:10:00",37,32
29.314129,30.851196,"2011-12-04 10:10:00",37,32
29.302807,30.850878,"2011-12-04 10:10:00",37,32
29.45048,30.991831,"2011-12-04 10:10:00",37,32
29.448708,30.993773,"2011-12-04 10:10:00",37,32
29.310081,30.842838,"2011-12-04 10:10:00",38,32
29.268562,30.903318,"2011-12-04 10:10:00",37,32
29.302916,30.850117,"2011-12-04 10:10:00",37,32
29.337543,30.727247,"2011-12-04 10:10:00",37,32
29.335224,30.724051,"2011-12-04 10:10:00",37,32
29.33485,30.724577,"2011-12-04 10:10:00",37,32
29.334181,30.72331,"2011-12-04 10:10:00",37,32
29.204609,31.177767,"2011-12-04 10:10:00",37,32
28.925903,30.972578,"2011-12-04 10:10:00",37,32
29.334688,30.723478,"2011-12-04 10:10:00",37,32
29.143557,31.012308,"2011-12-04 10:10:00",37,32
29.160519,31.038528,"2011-12-04 10:10:00",37,32
29.162048,30.961683,"2011-12-04 10:10:00",38,32
29.115088,31.066504,"2011-12-04 10:10:00",37,32
29.304787,30.648468,"2011-12-04 10:10:00",37,32
29.32704,30.817766,"2011-12-04 10:10:00",37,32
29.300985,30.848656,"2011-12-04 10:10:00",37,32
29.3279,30.834932,"2011-12-04 10:10:00",37,32
29.328602,30.833645,"2011-12-04 10:10:00",37,32
29.327526,30.835764,"2011-12-04 10:10:00",37,32
29.30875,30.832779,"2011-12-04 10:10:00",38,32
29.313387,30.845903,"2011-12-04 10:10:00",38,32
29.319399,30.842583,"2011-12-04 10:10:00",38,32
29.302698,30.848387,"2011-12-04 10:10:00",37,32
29.333363,30.826864,"2011-12-04 10:10:00",37,32
29.316038,30.910721,"2011-12-04 10:10:00",37,32
29.326593,30.837479,"2011-12-04 10:10:00",37,32
29.327078,30.837416,"2011-12-04 10:10:00",37,32
29.327595,30.838306,"2011-12-04 10:10:00",37,32
29.332184,30.83534,"2011-12-04 10:10:00",37,32
29.319103,30.849669,"2011-12-04 10:10:00",37,32
29.077139,31.105127,"2011-12-04 10:10:00",39,32
29.195965,30.969107,"2011-12-04 10:10:00",43,32
29.322092,30.841635,"2011-12-04 10:10:00",38,32
29.322571,30.842146,"2011-12-04 10:10:00",37,32
29.328367,30.840038,"2011-12-04 10:10:00",37,32
29.332222,30.831585,"2011-12-04 10:10:00",38,32
29.324337,30.837519,"2011-12-04 10:10:00",39,32
29.325584,30.837515,"2011-12-04 10:10:00",37,32
29.322527,30.835409,"2011-12-04 10:10:00",38,32
29.483578,30.968325,"2011-12-04 10:10:00",37,32
29.315235,30.843258,"2011-12-04 10:10:00",38,32
28.816891,30.900806,"2011-12-04 10:10:00",37,32
28.821215,30.891279,"2011-12-04 10:10:00",37,32
29.085426,31.075945,"2011-12-04 10:10:00",37,32
29.092176,31.108904,"2011-12-04 10:10:00",37,32
29.346382,31.210335,"2011-12-04 10:10:00",38,32
29.345287,31.209492,"2011-12-04 10:10:00",38,32
29.307409,30.843409,"2011-12-04 10:10:00",39,32
29.32588,30.840103,"2011-12-04 10:10:00",37,32
29.293922,30.854733,"2011-12-04 10:10:00",37,32
29.313751,30.840828,"2011-12-04 10:10:00",39,32
29.327284,30.836273,"2011-12-04 10:10:00",37,32
29.326975,30.8416,"2011-12-04 10:10:00",37,32
29.313835,30.828314,"2011-12-04 10:10:00",37,32
29.323105,30.828161,"2011-12-04 10:10:00",37,32
29.086832,31.110233,"2011-12-04 10:10:00",38,32
29.303335,30.854811,"2011-12-04 10:10:00",37,32
29.44722,30.996967,"2011-12-04 10:10:00",37,32
29.447947,30.995726,"2011-12-04 10:10:00",37,32
26.155061,32.716012,"2011-12-09 00:06:00",22,101
30.796166,31.001524,"2011-12-09 13:07:00",22,101
30.055002,31.326906,"2011-12-09 13:19:00",22,101
30.10593,31.31045,"2011-12-10 13:03:00",22,101
30.058756,31.324731,"2011-11-12 20:00:00",22,101
30.080156,31.332028,"2011-12-12 13:11:00",22,101
29.999281,31.414189,"2011-12-12 13:34:00",22,101
30.05661,31.330108,"2011-12-12 22:09:00",35,34
30.05661,31.330108,"2011-12-12 22:12:00",35,34
30.05661,31.330108,"2011-12-12 22:13:00",35,34
30.820685,31.009716,"2011-12-12 22:26:00",104,101
30.795143,30.996053,"2011-12-12 22:27:00",104,101
30.003281,31.164997,"2011-12-13 12:49:00",35,34
30.129734,31.32175,"2011-12-13 22:38:00",117,113
30.108246,31.301463,"2011-12-15 22:25:00",39,32
30.080069,31.349349,"2011-12-16 17:00:00",35,34
30.062037,31.192062,"2011-12-17 13:43:00",22,101
29.989203,31.161016,"2012-01-05 10:06:00",35,34
30.065339,31.279868,"2011-04-07 11:06:00",35,34
30.104412,31.287991,"2011-07-11 11:06:00",35,34
30.065138,31.205882,"2011-04-04 11:06:00",35,34
30.064123,31.20462,"2011-04-08 11:06:00",35,34
30.133229,31.383392,"2011-07-05 11:06:00",35,34
30.064898,31.209526,"2011-03-07 11:06:00",35,34
30.052207,31.200473,"2011-11-08 11:06:00",35,34
30.100802,31.265586,"2011-04-08 11:06:00",35,34
29.99154,31.153776,"2011-10-06 11:06:00",35,34
29.980166,31.149914,"2011-07-06 11:06:00",35,34
30.117661,31.335697,"2011-08-29 01:07:00",22,101
30.228213,31.264137,"2011-12-20 23:17:00",109,108
29.934856,31.413471,"2011-11-08 10:06:00",35,34
30.040244,31.212552,"2011-11-07 10:06:00",35,34
29.991188,31.128636,"2011-11-06 10:06:00",35,34
31.052545,31.369447,"2011-11-05 10:06:00",35,34
30.09515,31.324433,"2011-12-09 10:06:00",35,34
30.061917,31.214387,"2011-12-07 10:06:00",35,34
29.964428,30.905914,"2011-11-05 00:13:00",22,101
30.000797,31.161278,"2011-10-04 10:06:00",35,34
30.111884,31.245984,"2011-11-05 10:06:00",35,34
29.844002,31.327997,"2011-11-06 10:06:00",35,34
29.748073,31.488858,"2011-11-07 10:06:00",35,34
30.017004,31.280039,"2011-07-18 10:10:00",35,34
30.061917,31.214387,"2011-07-18 10:10:00",35,34
29.986035,31.146266,"2011-06-18 11:10:00",35,34
29.983647,31.271905,"2011-05-12 09:10:00",35,34
29.970342,31.310433,"2011-11-06 10:06:00",35,34
30.011076,31.188573,"2011-12-06 09:06:00",35,34
30.156647,31.322104,"2011-11-09 10:06:00",35,34
30.048218,31.381849,"2011-07-03 11:06:00",35,34
29.848198,31.327905,"2011-11-06 10:02:00",35,34
29.99736,31.151315,"2011-06-06 09:06:00",35,34
30.567594,32.230488,"2011-07-06 00:06:00",35,34
30.097075,31.309433,"2011-11-09 11:06:00",35,34
30.112251,31.286069,"2011-10-09 11:06:00",35,34
30.065007,31.189932,"2011-12-24 02:33:00",22,101
30.51048,31.345509,"2011-12-26 10:06:00",22,101
30.108157,31.317317,"2011-12-27 13:02:00",38,32
29.939538,30.921797,"2011-12-27 13:24:00",117,113
30.789605,31.005011,"2011-12-27 22:29:00",109,108
29.960168,31.282435,"2011-12-23 19:30:00",104,101
31.182412,29.881875,"2011-12-28 13:07:00",110,108
30.825467,30.813917,"2011-12-29 13:38:00",35,34
30.117855,31.35506,"2011-12-27 22:43:00",22,101
31.21412,31.357799,"2012-01-05 10:06:00",22,101
31.352256,27.24062,"2011-04-07 11:06:00",22,101
30.732662,31.719546,"2011-04-04 11:06:00",22,101
30.122939,31.13587,"2011-04-08 11:06:00",22,101
30.167253,31.417046,"2011-07-05 11:06:00",22,101
30.167253,31.417046,"2011-03-07 11:06:00",22,101
30.167253,31.417046,"2011-11-08 11:06:00",22,101
30.167253,31.417046,"2011-10-06 11:06:00",22,101
30.167253,31.417046,"2011-07-06 11:06:00",22,101
30.035542,31.233802,"2011-03-07 11:06:00",22,101
30.047391,31.236913,"2011-11-08 11:06:00",22,101
30.069682,31.204275,"2011-06-12 13:15:00",22,101
30.067242,31.204057,"2011-06-06 13:25:00",22,101
30.019893,31.212115,"2011-07-13 13:27:00",22,101
29.983483,30.943171,"2011-12-30 13:30:00",22,101
30.056105,31.346108,"2011-12-30 13:33:00",22,101
30.226386,31.449996,"2011-12-30 13:51:00",22,101
30.06467,31.280383,"2011-12-30 23:33:00",104,101
29.954993,30.927391,"2011-11-23 02:13:00",22,101
30.05661,31.330108,"2012-01-01 10:28:00",104,101
31.216322,31.362477,"2012-01-29 23:55:00",22,101
30.053381,31.238627,"2011-11-27 22:00:00",22,101
30.080069,31.349349,"2012-01-06 22:47:00",35,34
31.245573,29.999309,"2012-01-12 16:00:00",104,101
31.267975,30.014717,"2012-01-13 10:51:00",39,32
29.967455,31.255828,"2012-01-13 13:55:00",22,101
30.060832,31.208054,"2012-01-19 03:32:00",22,101
30.79701,31.002525,"2012-01-20 12:19:00",38,32
30.029379,31.358837,"2012-01-20 13:34:00",22,101
29.996258,31.427592,"2012-01-21 01:08:00",22,101
26.281651,31.990268,"2012-01-21 13:49:00",117,113
30.03354,31.428532,"2012-01-22 12:52:00",35,34
31.237739,29.973668,"2012-01-22 13:27:00",39,32
29.930707,31.284014,"2012-01-22 13:17:00",22,101
31.011232,31.062902,"2012-01-23 13:43:00",26,111
31.037644,31.34057,"2012-01-24 01:52:00",110,108
29.936835,31.278639,"2012-01-25 01:53:00",22,101
30.067401,31.361105,"2012-01-25 01:10:00",104,101
29.987589,31.1491,"2012-01-26 01:38:00",116,113
31.071059,30.179641,"2012-01-27 13:12:00",22,101
31.263476,29.996869,"2012-01-28 13:23:00",110,108
30.046184,31.021668,"2012-01-29 10:36:00",22,101
30.06095,31.230266,"2012-02-23 01:13:00",22,101
29.95326,30.934457,"2012-01-30 13:41:00",117,113
29.936807,31.277663,"2012-01-31 00:40:00",22,101
30.159425,31.402949,"2012-01-31 12:09:00",104,101
29.821064,31.360664,"2012-01-31 13:12:00",22,101
30.791462,31.008537,"2012-02-01 23:49:00",110,108
29.99244,31.144015,"2012-02-06 13:26:00",22,101
30.013432,31.192625,"2012-02-07 01:35:00",22,101
28.905778,30.573958,"2012-02-08 01:47:00",31,118
29.974159,30.941213,"2012-02-08 13:01:00",22,101
30.10406,31.311615,"2012-02-09 13:34:00",22,101
30.08791,30.968432,"2012-02-12 13:18:00",43,32
30.033498,31.213761,"2012-01-30 01:55:00",22,101
29.973255,31.283465,"2012-02-15 12:33:00",22,101
26.154457,32.718178,"2012-02-15 12:44:00",114,113
31.249473,29.978769,"2012-01-20 06:28:00",22,101
29.997818,30.965421,"2012-02-16 13:29:00",22,101
30.104208,31.313944,"2012-02-17 23:33:00",39,32
30.096918,31.315772,"2012-02-20 13:28:00",35,34
30.638689,31.081113,"2012-02-20 23:17:00",22,101
30.158192,31.229196,"2012-02-20 23:17:00",22,101
30.59139,31.51028,"2012-02-22 12:00:00",22,101
31.084178,30.151037,"2012-02-23 11:49:00",38,32
28.985474,31.291389,"2012-02-25 00:51:00",116,113
26.891012,31.402147,"2012-02-25 01:27:00",22,101
30.067911,31.33585,"2011-12-10 10:04:00",104,101
30.232713,31.447033,"2012-02-06 03:30:00",104,101
31.206298,32.357063,"2012-02-25 01:00:00",104,101
30.009099,31.18298,"2011-08-25 16:00:00",104,101
30.776212,31.093635,"2012-02-25 01:05:00",110,108
31.228221,30.038948,"2012-02-25 01:25:00",114,113
29.843032,31.344931,"2012-02-25 01:08:00",104,101
30.007828,31.190254,"2012-02-25 01:24:00",22,101
30.024076,31.211138,"2011-10-15 01:29:00",104,101
30.014579,31.201773,"2012-02-25 01:37:00",110,108
30.163229,31.631449,"2012-02-25 01:39:00",104,101
30.078465,31.199577,"2012-02-25 01:02:00",22,101
31.262608,29.997554,"2012-02-25 01:06:00",43,32
30.091447,31.327273,"2012-02-25 01:12:00",38,32
31.209274,29.948817,"2012-02-25 01:28:00",22,101
30.03927,31.212322,"2011-06-09 15:30:00",104,101
29.832459,31.362801,"2012-02-25 01:53:00",110,108
30.064457,31.333658,"2012-02-25 01:22:00",104,101
30.012755,31.198264,"2012-02-25 01:31:00",22,101
31.136138,29.821335,"2012-02-25 01:01:00",39,32
30.435804,31.159553,"2012-02-25 01:15:00",22,101
30.060254,31.202534,"2012-02-25 01:10:00",109,108
30.019912,31.500153,"2012-02-25 01:40:00",104,101
31.22537,32.233888,"2012-02-25 01:29:00",104,101
31.415416,31.81359,"2012-02-25 01:55:00",104,101
30.078366,31.277767,"2012-02-25 07:51:00",39,32
30.100239,31.254694,"2012-02-25 01:08:00",109,108
30.078367,31.277796,"2012-02-25 08:16:00",39,32
30.116849,31.192915,"2012-02-25 01:04:00",104,101
31.263707,32.311339,"2012-02-25 01:04:00",104,101
30.033556,31.209749,"2012-02-25 01:15:00",104,101
30.805398,30.999773,"2012-02-25 01:04:00",110,108
30.187909,31.470557,"2012-02-23 16:30:00",104,101
31.274829,30.006157,"2012-02-25 01:29:00",35,34
30.415838,31.562118,"2012-02-25 01:40:00",114,113
30.096963,31.280711,"2012-02-25 01:14:00",110,108
30.05661,31.330108,"2012-02-25 01:23:00",114,113
30.015862,31.228365,"2012-02-25 01:41:00",31,118
30.012818,31.216039,"2012-02-25 10:17:00",22,101
30.793852,30.999994,"2012-02-25 10:37:00",104,101
30.057517,31.235933,"2012-02-25 10:43:00",104,101
30.062721,31.374423,"2012-02-25 11:28:00",22,101
30.451991,31.17763,"2012-02-25 12:15:00",104,101
30.024263,31.388467,"2012-02-25 12:14:00",117,113
30.451991,31.17763,"2012-02-25 12:19:00",104,101
30.146498,31.230327,"2012-02-25 12:09:00",109,108
30.05662,31.211589,"2012-02-25 12:16:00",117,113
30.802773,30.959321,"2012-02-25 12:20:00",114,113
29.988992,31.129647,"2012-02-25 12:28:00",104,101
31.234207,29.960098,"2012-02-25 12:30:00",104,101
31.187502,30.049935,"2012-02-25 12:16:00",38,32
30.014959,31.21752,"2012-02-25 12:16:00",104,101
31.135665,30.132781,"2012-02-25 12:29:00",115,113
30.601293,32.275202,"2012-02-25 12:41:00",114,113
30.554845,31.011231,"2012-02-25 12:28:00",117,113
31.245573,29.999309,"2012-02-25 12:16:00",22,101
30.125621,31.332279,"2012-02-25 13:03:00",39,32
30.111963,31.33954,"2012-02-25 13:05:00",22,101
31.237615,30.005989,"2012-02-25 13:07:00",110,108
29.993256,31.160319,"2012-02-25 13:44:00",31,118
30.008094,31.185505,"2012-02-25 13:11:00",110,108
30.048697,31.205924,"2011-11-22 04:30:00",22,101
30.644534,31.331889,"2012-02-25 13:14:00",37,32
29.981239,31.238869,"2012-02-22 13:16:00",104,101
30.129451,31.335602,"2012-02-25 13:15:00",39,32
30.591549,32.305376,"2012-02-25 13:16:00",116,113
30.94375,30.81315,"2012-02-25 13:25:00",104,101
30.124465,31.347405,"2012-02-25 13:24:00",43,32
30.06752,31.255422,"2012-02-25 13:29:00",117,113
30.133941,31.363987,"2012-02-25 13:32:00",114,113
30.05661,31.330108,"2012-02-25 13:39:00",22,101
30.148008,31.334123,"2012-02-25 13:44:00",116,113
30.052648,31.207028,"2012-02-25 13:52:00",22,101
30.002588,31.191051,"2011-10-22 21:00:00",104,101
31.254337,29.983011,"2012-02-25 13:58:00",43,32
31.324492,31.620168,"2012-02-25 13:38:00",110,108
29.986506,31.201102,"2012-02-25 13:42:00",110,108
30.057517,31.235933,"2012-02-25 13:48:00",109,108
30.127761,31.322452,"2012-02-25 13:15:00",22,101
30.041604,31.260596,"2012-02-25 13:21:00",104,101
30.130396,31.231896,"2012-02-25 13:06:00",110,108
29.090749,30.940594,"2012-02-25 13:26:00",37,32
30.053694,31.336225,"2012-02-25 13:36:00",22,101
30.967807,31.243282,"2012-02-25 16:41:00",110,108
30.104064,31.277138,"2012-02-25 13:41:00",110,108
